Index,Ams1_67.xmcd; Column: tpm,Ams1_67.xmcd; Column: td,Ams1_67.xmcd; Column: tv,Ams1_67.xmcd; Column: tp(r),Ams1_67.xmcd; Column: tpmr = tpm/TPM,Ams1_67.xmcd; Column: tvr = tv/TV,Ams1_67.xmcd; Column: tdr = td/TD,Ams1_67.xmcd; Column: tp(r) = tp(r)/TP(r),Ams1_67.xmcd; Column: qtpmtv67,Ams1_67.xmcd; Column: qtpoptv67,Ams1_67.xmcd; Column: qtpmtpop67,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: ,Ams1_67.xmcd; Column: 
27,24406.17,14075.7281623,2322.157656,3712.7347082,0.0203217,0.0117201,0.0117201,0.0163528,1.7339186525712238,1.3952781972850061,1.242704613277237,,,,,,,,,,,,,,,,,,,,,,
28,12561.07,11148.1288975,1839.1739717,2086.8544499,0.0104589,0.0092824,0.0092824,0.0091916,1.1267452383004395,0.9902180470567956,1.1378758866791419,,,,,,,,,,,,,,,,,,,,,,
29,997.321,898.0856431,148.1625979,161.5676205,0.0008304,0.0007478,0.0007478,0.0007116,1.11045734153517,0.9515913345814389,1.166947723440135,,,,,,,,,,,,,,,,,,,,,,
30,4094.762,4563.1020806,752.8024347,696.767061,0.0034095,0.0037994,0.0037994,0.0030689,0.8973785334526505,0.8077327999157761,1.110984391801623,,,,,,,,,,,,,,,,,,,,,,
31,3607.671,3381.9113078,557.9342784,646.5006664,0.0030039,0.0028159,0.0028159,0.0028475,1.0667637345076173,1.0112219894172378,1.0549253731343282,,,,,,,,,,,,,,,,,,,,,,
32,10400.99,10695.5425589,1764.5080774,2121.4157917,0.0086603,0.0089056,0.0089056,0.0093438,0.9724555335968379,1.049204994610133,0.9268498897664762,,,,,,,,,,,,,,,,,,,,,,
33,29777.76,30308.0511636,5000.1017521,6371.2373925,0.0247943,0.0252359,0.0252359,0.0280622,0.9825011194369925,1.1119952131685416,0.8835479755685584,,,,,,,,,,,,,,,,,,,,,,
34,18207.99,17248.6992514,2845.621808,3388.3406076,0.0151608,0.0143621,0.0143621,0.014924,1.0556116445366626,1.039123805014587,1.0158670597694988,,,,,,,,,,,,,,,,,,,,,,
35,3268.065,3223.0009444,531.7178786,616.4498801,0.0027211,0.0026836,0.0026836,0.0027152,1.013973766582203,1.0117752273066032,1.0021729522687095,,,,,,,,,,,,,,,,,,,,,,
36,11289.47,12035.7904814,1985.6168498,2091.5534616,0.0094001,0.0100216,0.0100216,0.0092123,0.9379839546579388,0.919244432026822,1.0203857885652878,,,,,,,,,,,,,,,,,,,,,,
37,8499.321,8684.6218446,1432.754375,1510.0515896,0.0070769,0.0072312,0.0072312,0.006651,0.9786619095032636,0.9197643544639893,1.0640354833859569,,,,,,,,,,,,,,,,,,,,,,
38,10399.35,9533.8729522,1572.8604454,1661.1496627,0.008659,0.0079383,0.0079383,0.0073166,1.090787700137309,0.9216834838693423,1.1834731979334663,,,,,,,,,,,,,,,,,,,,,,
39,3119.838,2992.5948924,493.7064044,525.3691615,0.0025977,0.0024918,0.0024918,0.002314,1.0424993980255237,0.9286459587446825,1.1226015557476232,,,,,,,,,,,,,,,,,,,,,,
40,4270.561,4347.5122534,717.2352824,743.9930748,0.0035559,0.0036199,0.0036199,0.0032769,0.9823199535898781,0.9052460012707534,1.085141444658061,,,,,,,,,,,,,,,,,,,,,,
41,5430.69,5148.837466,849.4347293,894.038405,0.0045218,0.0042872,0.0042872,0.0039378,1.0547210300429186,0.9185015861168129,1.148306160800447,,,,,,,,,,,,,,,,,,,,,,
42,2194.688,2196.0434114,362.2945088,358.4215287,0.0018274,0.0018285,0.0018285,0.0015787,0.999398414000547,0.8633852884878315,1.157534680433268,,,,,,,,,,,,,,,,,,,,,,
43,7424.928,7714.4236692,1272.6949383,1247.6828063,0.0061823,0.0064234,0.0064234,0.0054954,0.9624653610237569,0.8555282249276084,1.1249954507406195,,,,,,,,,,,,,,,,,,,,,,
44,4759.034,4678.7770598,771.8860328,774.654804,0.0039626,0.0038958,0.0038958,0.003412,1.0171466707736536,0.875814980235125,1.16137162954279,,,,,,,,,,,,,,,,,,,,,,
45,6718.95,6577.6421329,1085.1532412,1117.4680649,0.0055945,0.0054768,0.0054768,0.0049219,1.021490651475314,0.898681711948583,1.1366545439769193,,,,,,,,,,,,,,,,,,,,,,
46,3719.638,4556.5462465,751.7208793,691.212863,0.0030971,0.003794,0.003794,0.0030445,0.8163152345809173,0.8024512387981022,1.0172770569880112,,,,,,,,,,,,,,,,,,,,,,
47,5634.486,5637.2694457,930.0142949,897.1583307,0.0046915,0.0046938,0.0046938,0.0039515,0.9995099919042142,0.8418552132600452,1.1872706567126408,,,,,,,,,,,,,,,,,,,,,,
48,4177.911,3649.4991149,602.0798507,643.363391,0.0034787,0.0030387,0.0030387,0.0028337,1.1447987626287557,0.9325369401388752,1.227617602427921,,,,,,,,,,,,,,,,,,,,,,
49,8756.484,8479.5744374,1398.9264692,1398.1868049,0.0072911,0.0070605,0.0070605,0.0061583,1.0326605764464274,0.8722186813965017,1.1839468684539565,,,,,,,,,,,,,,,,,,,,,,
50,5137.464,5107.7135117,842.6502628,880.8153559,0.0042777,0.0042529,0.0042529,0.0038796,1.0058313151026357,0.9122245996849208,1.102613671512527,,,,,,,,,,,,,,,,,,,,,,
51,3743.056,3683.7184243,607.7252163,610.0885245,0.0031166,0.0030672,0.0030672,0.0026871,1.0161058946270214,0.8760758998435055,1.1598377432920248,,,,,,,,,,,,,,,,,,,,,,
52,15816.77,15256.9026393,2517.0231239,2364.1350328,0.0131698,0.0127036,0.0127036,0.0104129,1.036698258761296,0.819681035297081,1.2647581365421738,,,,,,,,,,,,,,,,,,,,,,
53,7267.794,6648.5566636,1096.8524384,1113.7599109,0.0060515,0.0055359,0.0055359,0.0049056,1.0931375205476976,0.8861431745515636,1.2335901826484017,,,,,,,,,,,,,,,,,,,,,,
54,2649.663,2572.0506527,424.3266882,426.0813179,0.0022062,0.0021416,0.0021416,0.0018767,1.0301643630930146,0.8763074336944341,1.1755741461075293,,,,,,,,,,,,,,,,,,,,,,
55,42273.43,39886.4349049,6580.3054105,7081.9026474,0.0351988,0.0332113,0.0332113,0.0311923,1.0598440892106,0.9392074384321,1.1284451611455393,,,,,,,,,,,,,,,,,,,,,,
56,21013.92,23036.6466957,3800.4943599,3549.992305,0.0174972,0.0191814,0.0191814,0.015636,0.9121961900591198,0.8151646907942068,1.1190330007674598,,,,,,,,,,,,,,,,,,,,,,
57,7327.647,8653.4909378,1427.6185218,1406.3752932,0.0061013,0.0072053,0.0072053,0.0061944,0.8467794540130181,0.8597004982443479,0.9849702957510008,,,,,,,,,,,,,,,,,,,,,,
58,5188.167,5036.774338,830.9470001,824.4538645,0.0043199,0.0041938,0.0041938,0.0036313,1.0300681959082454,0.865873432209452,1.1896290584639109,,,,,,,,,,,,,,,,,,,,,,
59,4273.079,3161.355383,521.547839,547.0376322,0.003558,0.0026323,0.0026323,0.0024094,1.35166964251795,0.9153212019906545,1.4767161949032954,,,,,,,,,,,,,,,,,,,,,,
60,8147.989,7994.8700909,1318.9618737,1301.9428245,0.0067844,0.0066569,0.0066569,0.0057344,1.0191530592317746,0.8614219832053959,1.18310546875,,,,,,,,,,,,,,,,,,,,,,
61,50503.01,60751.0180155,10022.461358,14015.4056686,0.0420511,0.0505841,0.0505841,0.061731,0.8313106292293428,1.2203637111266188,0.6811990733991026,,,,,,,,,,,,,,,,,,,,,,
62,20915.28,16403.7926327,2706.2324741,4599.2925636,0.017415,0.0136586,0.0136586,0.0202576,1.2750208659745508,1.4831388282840117,0.8596773556591106,,,,,,,,,,,,,,,,,,,,,,
63,3171.209,3089.3923164,509.6756585,642.9294472,0.0026405,0.0025724,0.0025724,0.0028318,1.026473332296688,1.100839682786503,0.9324457941945052,,,,,,,,,,,,,,,,,,,,,,
64,33872.12,23628.4608789,3898.1295103,10137.5257862,0.0282035,0.0196741,0.0196741,0.0446508,1.4335344437610869,2.2695218586873094,0.6316460175405592,,,,,,,,,,,,,,,,,,,,,,
65,175213.8,195562.6747724,32263.1523718,29663.7907221,0.1458911,0.1628345,0.1628345,0.1306545,0.8959471119449502,0.8023760321062183,1.1166174911694582,,,,,,,,,,,,,,,,,,,,,,
66,45954.79,39690.4908261,6547.9793357,6701.4323226,0.0382641,0.0330481,0.0330481,0.0295165,1.1578305560682765,0.8931375782571466,1.2963630511747666,,,,,,,,,,,,,,,,,,,,,,
67,20605.49,23677.786232,3906.2670109,4655.9945025,0.0171571,0.0197152,0.0197152,0.0205074,0.870247321863334,1.040182194448953,0.8366297043993877,,,,,,,,,,,,,,,,,,,,,,
68,41924.38,26750.1062359,4413.1261472,4602.3607103,0.0349082,0.0222734,0.0222734,0.0202711,1.567259601138578,0.9101035315668017,1.7220673767087133,,,,,,,,,,,,,,,,,,,,,,
69,14532.13,15279.2840191,2520.7155149,2909.061946,0.0121001,0.0127222,0.0127222,0.012813,0.9511012246309601,1.0071371303705334,0.9443611956606572,,,,,,,,,,,,,,,,,,,,,,
70,9429.602,9584.0443174,1581.1375177,1846.6583552,0.0078515,0.0079801,0.0079801,0.0081336,0.9838849137228858,1.0192353479279708,0.9653167109275107,,,,,,,,,,,,,,,,,,,,,,
71,48897.49,57348.244653,9461.0853408,11514.5718835,0.0407143,0.0477508,0.0477508,0.0507161,0.8526412122938254,1.0620994831500206,0.8027884636239774,,,,,,,,,,,,,,,,,,,,,,
