Index,Ams1_63.xmcd; Column: tpm,Ams1_63.xmcd; Column: td,Ams1_63.xmcd; Column: tv,Ams1_63.xmcd; Column: tp(r),Ams1_63.xmcd; Column: tpmr = tpm/TPM,Ams1_63.xmcd; Column: tvr = tv/TV,Ams1_63.xmcd; Column: tdr = td/TD,Ams1_63.xmcd; Column: tp(r) = tp(r)/TP(r),Ams1_63.xmcd; Column: qtpmtv67,Ams1_63.xmcd; Column: qtpoptv67,Ams1_63.xmcd; Column: qtpmtpop67,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: ,Ams1_63.xmcd; Column: 
25,8231.396,6228.2162339,1377.5685753,1543.7811201,0.0090216,0.0068261,0.0068261,0.006843,1.321633143376159,1.0024757914475324,1.318369136343709,,,,,,,,,,,,,,,,,,,,,,
26,2343.24,1834.0371175,405.6557775,464.1871423,0.0025682,0.0020101,0.0020101,0.0020576,1.2776478782150142,1.0236306651410378,1.2481531881804042,,,,,,,,,,,,,,,,,,,,,,
27,19988.5,12057.8912675,2666.9870587,4004.2661237,0.0219073,0.0132154,0.0132154,0.0177493,1.6577099444587375,1.343077016208363,1.2342627596581275,,,,,,,,,,,,,,,,,,,,,,
28,9022.042,7673.2656428,1697.1873202,1871.0587202,0.0098881,0.0084099,0.0084099,0.0082937,1.1757690341145555,0.9861829510457912,1.1922423043997252,,,,,,,,,,,,,,,,,,,,,,
29,894.7586,834.774017,184.6368864,200.1013573,0.0009807,0.0009149,0.0009149,0.000887,1.0719204284621269,0.969504863919554,1.1056369785794813,,,,,,,,,,,,,,,,,,,,,,
30,3331.063,3665.1405137,810.6626691,766.3930533,0.0036508,0.004017,0.004017,0.0033971,0.9088374408762759,0.8456808563604681,1.0746813458538165,,,,,,,,,,,,,,,,,,,,,,
31,2802.6,2576.3703454,569.8464364,639.0424828,0.0030716,0.0028237,0.0028237,0.0028326,1.0877926125296595,1.00315189290647,1.0843747793546565,,,,,,,,,,,,,,,,,,,,,,
32,9088.688,8654.6836057,1914.2591902,2244.9972328,0.0099611,0.0094855,0.0094855,0.0099512,1.0501396868905173,1.0490959886142008,1.0009948548918723,,,,,,,,,,,,,,,,,,,,,,
33,23657.97,22943.1740399,5074.614366,6232.2130341,0.025929,0.0251456,0.0251456,0.027625,1.0311545558666326,1.0986017434461695,0.9386063348416289,,,,,,,,,,,,,,,,,,,,,,
34,12753.31,12317.1183341,2724.3233886,3138.8266003,0.0139776,0.0134995,0.0134995,0.0139132,1.0354161265232047,1.0306455794659062,1.0046286979271482,,,,,,,,,,,,,,,,,,,,,,
35,2368.16,2340.8218787,517.7473837,583.4753967,0.0025955,0.0025655,0.0025655,0.0025863,1.0116936269732997,1.0081075813681544,1.0035572052739434,,,,,,,,,,,,,,,,,,,,,,
36,8096.485,8397.0229619,1857.2693246,1949.956527,0.0088737,0.0092031,0.0092031,0.0086434,0.9642077126185741,0.9391835359824408,1.0266446074461437,,,,,,,,,,,,,,,,,,,,,,
37,4402.518,5076.9239419,1122.9235818,1170.1020518,0.0048251,0.0055643,0.0055643,0.0051866,0.867153101018996,0.9321208417950146,0.9303011606832992,,,,,,,,,,,,,,,,,,,,,,
38,7376.56,6771.1084169,1497.6464889,1581.3864151,0.0080847,0.0074211,0.0074211,0.0070097,1.089420705825282,0.9445634744175392,1.1533589169293978,,,,,,,,,,,,,,,,,,,,,,
39,2049.127,1999.0087473,442.1445128,463.9968836,0.0022458,0.0021909,0.0021909,0.0020567,1.025058195262221,0.9387466338034597,1.0919434044829097,,,,,,,,,,,,,,,,,,,,,,
40,2798.676,3098.2253574,685.271309,705.2326326,0.0030673,0.0033956,0.0033956,0.003126,0.9033160560725645,0.9206031334668394,0.9812220089571337,,,,,,,,,,,,,,,,,,,,,,
41,3625.226,3495.8003056,773.2076835,816.1256167,0.0039732,0.0038314,0.0038314,0.0036176,1.037009970245863,0.9441979433105392,1.098297213622291,,,,,,,,,,,,,,,,,,,,,,
42,1359.095,1370.834558,303.2037646,305.2778913,0.0014896,0.0015024,0.0015024,0.0013532,0.9914802981895633,0.9006922257720978,1.100798108187999,,,,,,,,,,,,,,,,,,,,,,
43,4416.246,4661.9451948,1031.1378024,1040.2100544,0.0048402,0.0051095,0.0051095,0.0046108,0.9472942557980233,0.902397494862511,1.0497527544027068,,,,,,,,,,,,,,,,,,,,,,
44,3125.267,3127.5166596,691.7500143,697.8922984,0.0034253,0.0034277,0.0034277,0.0030935,0.9992998220381013,0.902500218805613,1.1072571520930985,,,,,,,,,,,,,,,,,,,,,,
45,4570.754,4260.5305742,942.352162,976.3059791,0.0050095,0.0046695,0.0046695,0.0043276,1.0728129350037476,0.926780169182996,1.1575700157130973,,,,,,,,,,,,,,,,,,,,,,
46,2089.17,2861.6703094,632.9496188,588.4076253,0.0022897,0.0031364,0.0031364,0.0026082,0.7300408111210305,0.8315903583726566,0.8778851315083198,,,,,,,,,,,,,,,,,,,,,,
47,3598.52,3683.3955652,814.7003557,767.435908,0.003944,0.004037,0.004037,0.0034017,0.9769630914045082,0.8426306663363885,1.1594202898550723,,,,,,,,,,,,,,,,,,,,,,
48,2749.267,2454.7939468,542.95594,578.5252957,0.0030132,0.0026904,0.0026904,0.0025644,1.1199821587867975,0.9531668153434434,1.1750116986429575,,,,,,,,,,,,,,,,,,,,,,
49,5742.404,5627.3473249,1244.6672604,1258.3158327,0.0062936,0.0061675,0.0061675,0.0055776,1.0204458856911227,0.9043534657478719,1.128370625358577,,,,,,,,,,,,,,,,,,,,,,
50,4131.825,3976.2592645,879.4764993,925.9173391,0.0045285,0.004358,0.004358,0.0041042,1.039123451124369,0.9417622762735199,1.1033819014667903,,,,,,,,,,,,,,,,,,,,,,
51,2785.797,2656.0096599,587.4612097,603.0950399,0.0030532,0.002911,0.002911,0.0026733,1.0488491927172792,0.9183442116111302,1.1421090038529158,,,,,,,,,,,,,,,,,,,,,,
52,11717.98,10546.1552536,2332.6184452,2214.6097594,0.0128428,0.0115585,0.0115585,0.0098165,1.1111130336981443,0.8492884024743697,1.308287067692151,,,,,,,,,,,,,,,,,,,,,,
53,3816.151,3348.3204792,740.5878182,750.5697649,0.0041825,0.0036697,0.0036697,0.003327,1.1397389432378666,0.9066136196419325,1.2571385632702132,,,,,,,,,,,,,,,,,,,,,,
54,1899.589,1818.4537103,402.2090102,403.603492,0.0020819,0.001993,0.001993,0.001789,1.0446061214249873,0.8976417461113899,1.1637227501397427,,,,,,,,,,,,,,,,,,,,,,
55,39314.89,35139.8715488,7772.3028501,8268.8288088,0.0430889,0.0385131,0.0385131,0.0366525,1.1188115212745793,0.9516891655047243,1.1756060296023465,,,,,,,,,,,,,,,,,,,,,,
56,13557.14,13897.0987435,3073.7864258,2964.6106504,0.0148585,0.0152311,0.0152311,0.013141,0.9755368949058177,0.8627741922776425,1.1306978159957386,,,,,,,,,,,,,,,,,,,,,,
57,4644.042,5645.4569689,1248.6727855,1250.4293361,0.0050898,0.0061874,0.0061874,0.0055427,0.822607234056308,0.8958043766363901,0.9182889205621809,,,,,,,,,,,,,,,,,,,,,,
58,3612.917,3501.118184,774.3839018,773.5693093,0.0039597,0.0038372,0.0038372,0.0034289,1.0319243198165329,0.8935942875013031,1.1548018314911488,,,,,,,,,,,,,,,,,,,,,,
59,2223.629,1778.6708758,393.4097681,414.6320204,0.0024371,0.0019494,0.0019494,0.0018379,1.2501795424233098,0.9428029137170411,1.3260242668262692,,,,,,,,,,,,,,,,,,,,,,
60,6279.416,6132.5133991,1356.4008424,1342.1649591,0.0068822,0.0067212,0.0067212,0.0059493,1.0239540558233649,0.8851544367077308,1.156808364009211,,,,,,,,,,,,,,,,,,,,,,
61,37903.53,46622.8807722,10312.1364175,14246.4601988,0.041542,0.0510984,0.0510984,0.063149,0.8129804455716814,1.2358312589043883,0.6578409792712474,,,,,,,,,,,,,,,,,,,,,,
62,14583.98,11392.3414682,2519.7795029,3911.7092747,0.015984,0.0124859,0.0124859,0.0173391,1.280164025020223,1.3886944473365956,0.9218471546966107,,,,,,,,,,,,,,,,,,,,,,
63,2301.665,2049.6855256,453.3532979,533.0329681,0.0025226,0.0022464,0.0022464,0.0023627,1.1229522792022792,1.0517717236467237,1.0676768104287466,,,,,,,,,,,,,,,,,,,,,,
64,27078.42,18197.8971757,4025.0451083,9368.2836188,0.0296778,0.0199448,0.0199448,0.0415259,1.4879968713649674,2.0820414343588305,0.7146816805897043,,,,,,,,,,,,,,,,,,,,,,
65,130256.3,152170.4406565,33657.344136,30929.2004925,0.1427601,0.1667779,0.1667779,0.1370971,0.8559893127326822,0.8220339745254017,1.0413064900716353,,,,,,,,,,,,,,,,,,,,,,
66,32616.17,29037.8269238,6422.6411484,6397.8576479,0.0357471,0.0318253,0.0318253,0.0283592,1.1232290033401098,0.8910897933405184,1.2605115800163613,,,,,,,,,,,,,,,,,,,,,,
67,15398.02,16671.886066,3687.5191023,4230.3853003,0.0168761,0.0182723,0.0182723,0.0187516,0.9235892580572781,1.0262309616195007,0.8999818682139125,,,,,,,,,,,,,,,,,,,,,,
68,24937.63,15292.609315,3382.4480775,3553.815025,0.0273315,0.0167606,0.0167606,0.0157527,1.6306993783038795,0.9398649213035334,1.7350358986078576,,,,,,,,,,,,,,,,,,,,,,
69,10634.96,10949.0032904,2421.7211313,2647.2232941,0.0116559,0.012,0.012,0.0117341,0.971325,0.9778416666666667,0.9933356627265831,,,,,,,,,,,,,,,,,,,,,,
70,7601.032,7151.8065211,1581.8500113,1733.0147999,0.0083307,0.0078383,0.0078383,0.0076818,1.0628197440771596,0.9800339359299849,1.0844723892837616,,,,,,,,,,,,,,,,,,,,,,
71,33415.44,41818.7995393,9249.560699,10533.2907878,0.0366231,0.0458332,0.0458332,0.04669,0.7990517790597209,1.018693872563993,0.7843885200257014,,,,,,,,,,,,,,,,,,,,,,
