Index,Ams1_58.xmcd; Column: tpm,Ams1_58.xmcd; Column: td,Ams1_58.xmcd; Column: tv,Ams1_58.xmcd; Column: tp(r),Ams1_58.xmcd; Column: tpmr = tpm/TPM,Ams1_58.xmcd; Column: tvr = tv/TV,Ams1_58.xmcd; Column: tdr = td/TD,Ams1_58.xmcd; Column: tp(r) = tp(r)/TP(r),Ams1_58.xmcd; Column: qtpmtv67,Ams1_58.xmcd; Column: qtpoptv67,Ams1_58.xmcd; Column: qtpmtpop67,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: ,Ams1_58.xmcd; Column: 
,FPR009_C1,FPR009_C2,FPR009_C3,FPR009_C4,FPR009_C5,FPR009_C6,FPR009_C7,FPR009_C8,FPR009_C9,FPR009_C10,FPR009_C11,FPR009_C12,FPR009_C13,FPR009_C14,FPR009_C15,FPR009_C16,FPR009_C17,FPR009_C18,FPR009_C19,FPR009_C20,FPR009_C21,FPR009_C22,FPR009_C23,FPR009_C24,FPR009_C25,FPR009_C26,FPR009_C27,FPR009_C28,FPR009_C29,FPR009_C30,FPR009_C31,FPR009_C32,FPR009_C33,FPR009_C34,FPR009_C35,FPR009_C36
1,48927.2,52723.1417512,14580.8313796,16643.8871233,0.0684539,0.0737648,0.0737648,0.0779712,0.928002244973212,1.0570244886449907,0.8779382643847984,,,,,,,,,,,,,,,,,,,,,,,,,
2,837.2823,626.9480198,173.3854064,203.3152219,0.0011714,0.0008772,0.0008772,0.0009525,1.3353853169174648,1.085841313269494,1.2298162729658793,,,,,,,,,,,,,,,,,,,,,,,,,
3,1064.808,1031.268101,285.2020154,322.6344702,0.0014898,0.0014428,0.0014428,0.0015114,1.0325755475464375,1.0475464374826726,0.9857086145295751,,,,,,,,,,,,,,,,,,,,,,,,,
4,2782.748,3465.3755092,958.3658008,979.3375989,0.0038933,0.0048484,0.0048484,0.0045879,0.8030071776256085,0.9462709347413579,0.8486017567950479,,,,,,,,,,,,,,,,,,,,,,,,,
5,9927.667,4898.8462203,1354.7988287,1887.993393,0.0138898,0.006854,0.006854,0.0088446,2.0265246571345203,1.2904289466005252,1.570427153291274,,,,,,,,,,,,,,,,,,,,,,,,,
6,1437.214,1171.462698,323.9734868,344.7992062,0.0020108,0.001639,0.001639,0.0016153,1.2268456375838925,0.9855399633923124,1.2448461586083082,,,,,,,,,,,,,,,,,,,,,,,,,
7,480.7232,295.6849118,81.773045,97.5390524,0.0006726,0.0004137,0.0004137,0.0004569,1.6258158085569252,1.1044234952864393,1.4720945502298095,,,,,,,,,,,,,,,,,,,,,,,,,
8,60411.3,66873.2111193,18494.0992277,18593.1316098,0.0845212,0.0935621,0.0935621,0.0871028,0.9033700611679303,0.9309624303003032,0.9703614579554275,,,,,,,,,,,,,,,,,,,,,,,,,
9,4170.193,3982.5353659,1101.3887774,1099.9019901,0.0058345,0.005572,0.005572,0.0051527,1.0471105527638191,0.924748743718593,1.132318978399674,,,,,,,,,,,,,,,,,,,,,,,,,
10,61850.14,57854.0296088,15999.8024082,17638.3756285,0.0865343,0.0809434,0.0809434,0.0826301,1.069071721721598,1.0208380176765492,1.0472491259238461,,,,,,,,,,,,,,,,,,,,,,,,,
11,5919.012,3026.2400374,836.9208327,911.8103194,0.0082813,0.004234,0.004234,0.0042715,1.9559045819555976,1.0088568729333964,1.938733465995552,,,,,,,,,,,,,,,,,,,,,,,,,
12,10494.63,10675.9241989,2952.4767568,3225.9654366,0.014683,0.0149366,0.0149366,0.0151126,0.9830215711741628,1.0117831367245558,0.9715733890925453,,,,,,,,,,,,,,,,,,,,,,,,,
13,2020.267,1879.7127472,519.8433496,569.2914227,0.0028265,0.0026299,0.0026299,0.0026669,1.0747556941328567,1.014068976006692,1.0598447635831865,,,,,,,,,,,,,,,,,,,,,,,,,
