,"BLS PRS84006093, reindexed 1982=100, Index 1982=100","BLS PRS84006153, reindexed 1982=100, Index 1982=100","BLS PRS84006093, reindexed 1958=100, Index 1958=100","BLS PRS84006153, reindexed 1958=100, Index 1958=100",Composite final series,"FRED COMPRNFB (raw), Index 2017=100","FRED OPHNFB (raw), Index 2017=100","FRED COMPRNFB (re-indexed 1982=100), Index 1982=100","FRED OPHNFB (re-indexed 1982=100), Index 1982=100","Hourly Real Wages (1982=100), Index","Productivity (1982=100), Index"
Year,S095-A,S095-B,S095-C,S095-D,S095,S095-EXT-W,S095-EXT-P,S095-F,S095-G,CS095-N,CS095-D
1947,40.21509937740957,45.32756680421016,69.66369845249416,70.94211907722061,40.21509937740957,34.6935,22.519,68.24304982738722,32.07496448414854,40.21509937740957,45.32756680421016
1948,42.07413691998653,45.48754385577792,72.88406674159248,71.19249896394528,42.07413691998653,35.028999999999996,23.089,68.90298737237659,32.886844663373395,42.07413691998653,45.48754385577792
1949,43.03609527255487,46.69123325757408,74.55044523212588,73.07639176681863,43.03609527255487,36.398250000000004,23.8285,71.59633903698668,33.940152369578286,43.03609527255487,46.69123325757408
1950,46.56951427965415,49.36229837375053,80.67130630241205,77.25687249620114,46.56951427965415,38.1385,25.41375,75.01945770365653,36.198105096097954,46.56951427965415,49.36229837375053
1951,48.0480105802942,50.132394801297465,83.23247168669491,78.46214946815859,48.0480105802942,38.437,26.07275,75.60661525113588,37.136752531377226,48.0480105802942,50.132394801297465
1952,49.41047299404858,52.20437344160285,85.59263421803406,81.70500069070313,49.41047299404858,39.65225,26.56775,77.99704476394759,37.8418063712304,49.41047299404858,52.20437344160285
1953,51.17094411658287,55.11043933008231,88.64225814818018,86.25328083989503,51.17094411658287,41.5615,27.2245,81.75259098681178,38.77724901632852,51.17094411658287,55.11043933008231
1954,52.25642241325532,56.44762682318673,90.52260741765367,88.34611134134548,52.25642241325532,42.71775,27.75175,84.0269659089994,39.528238182111515,52.25642241325532,56.44762682318673
1955,54.42238830178791,58.10366512941592,94.27466067260308,90.93797485840588,54.42238830178791,44.389250000000004,28.94175,87.31485147218784,41.223216100142366,54.42238830178791,58.10366512941592
1956,54.45732323547393,61.03731326816567,94.33517766058615,95.52942395358475,54.45732323547393,46.41225,28.77275,91.2941470117213,40.98250074875815,54.45732323547393,61.03731326816567
1957,56.17786871950992,62.91731944658972,97.31563931875162,98.47181931205968,56.17786871950992,47.497,29.512,93.42787950628824,42.035452367165135,56.17786871950992,62.91731944658972
1958,57.72748256372506,63.89373110615856,100.0,100.0,57.72748256372506,48.041,30.18475,94.49794217238127,42.99368463132922,57.72748256372506,63.89373110615856
1959,59.92214500492832,66.05617952735055,103.8017636379355,103.38444536538196,59.92214500492832,49.445499999999996,31.2565,97.26063153732183,44.5202330209507,59.92214500492832,66.05617952735055
1960,60.96769766310247,67.65264017299587,105.61295063542838,105.88306395911036,60.96769766310247,50.81325,31.622,99.95103266149232,45.040833381488746,60.96769766310247,67.65264017299587
1961,63.09249023693371,69.56795163176592,109.29368029739778,108.88071556844868,63.09249023693371,51.937,32.65325,102.16147920748872,46.50969554784952,63.09249023693371,69.56795163176592
1962,65.9796129708418,71.92568238487168,114.2949770899974,112.5707970714187,65.9796129708418,53.39275,34.13875,105.02497870411545,48.62556924300484,65.9796129708418,71.92568238487168
1963,68.55980735879425,73.51552329045212,118.76458891674592,115.05905511811022,68.55980735879425,54.5305,35.29875,107.26296362754809,50.27781662528701,68.55980735879425,73.51552329045212
1964,70.87798974410161,75.30726626801122,122.78032333362152,117.86330984942671,70.87798974410161,55.369,36.245000000000005,108.91231573328155,51.62560894035987,70.87798974410161,75.30726626801122
1965,73.38457123607282,76.87283479335377,127.12241722140573,120.31357922364968,73.38457123607282,56.33275,37.40075,110.80803796572117,53.27180283007765,73.38457123607282,76.87283479335377
1966,76.36402200900822,79.7678677817251,132.28365176796058,124.84459179444674,76.36402200900822,57.941,38.75175,113.9715090737067,55.19610128995973,76.36402200900822,79.7678677817251
1967,78.03341276871826,81.778062181425,135.17549926515088,127.99074457798038,78.03341276871826,59.65025,39.473,117.33364990462492,56.2234145869175,78.03341276871826,81.778062181425
1968,80.6972014622765,84.83858867141817,139.7899195988588,132.78077082469954,80.6972014622765,61.52425,40.8495,121.01985842715865,58.18403400218596,80.6972014622765,84.83858867141817
1969,81.09146714244719,86.06544716344136,140.47289703466757,134.70092554220196,81.09146714244719,62.336,40.92075,122.61659256171934,58.28551902458907,81.09146714244719,86.06544716344136
1970,82.70221712061286,87.65859793905425,143.26316244488632,137.19436386241193,82.70221712061286,62.95575,41.505250000000004,123.83565752001192,59.118052296092465,82.70221712061286,87.65859793905425
