,"BLS PRS84006093, reindexed 1982=100, Index 1982=100","BLS PRS84006153, reindexed 1982=100, Index 1982=100","BLS PRS84006093, reindexed 1958=100, Index 1958=100","BLS PRS84006153, reindexed 1958=100, Index 1958=100",Composite final series,"FRED COMPRNFB (raw), Index 2017=100","FRED OPHNFB (raw), Index 2017=100","FRED COMPRNFB (re-indexed 1982=100), Index 1982=100","FRED OPHNFB (re-indexed 1982=100), Index 1982=100","Hourly Real Wages (1982=100), Index","Productivity (1982=100), Index"
1971,86.10837315499882,89.24181910456981,149.1635687732342,139.6722613620666,86.10837315499882,64.077,43.12575,126.041186498609,61.42621340211682,86.10837315499882,89.24181910456981
1972,88.88819573544272,91.93495002096252,153.97899195988583,143.88727724823872,88.88819573544272,66.08425,44.62025,129.98950136352673,63.55490625799675,88.88819573544272,91.93495002096252
1973,91.59191006749928,93.84915818972176,158.6625745655745,146.88320209973756,91.59191006749928,66.95275,45.9965,131.69786427805207,65.5151695854673,91.59191006749928,93.84915818972176
1974,90.15333940535751,92.6642247181094,156.17057145327226,145.0286641801354,90.15333940535751,66.0065,45.2255,129.83656501740774,64.4169948167263,90.15333940535751,92.6642247181094
1975,93.31744625634757,93.60753767735386,161.65168150773755,146.50504213289128,93.31744625634757,66.7635,46.43375,131.32560442592322,66.13796714400428,93.31744625634757,93.60753767735386
1976,96.25198068597236,96.15062115227607,166.73510849831416,150.48521895289403,96.25198068597236,68.023,48.0505,133.80307488170294,68.44078693306005,96.25198068597236,96.15062115227607
1977,97.8864365119964,97.4591231050994,169.56643900752138,152.533153750518,97.8864365119964,69.12075,48.880250000000004,135.96237872674638,69.62264233430888,97.8864365119964,97.4591231050994
1978,98.96567642765348,99.00483241024736,171.4359816719979,154.95234148363036,98.96567642765348,70.14075,49.567,137.96874622567083,70.60081551515567,98.96567642765348,99.00483241024736
1979,98.94696128460744,99.14605353163132,171.40356185700702,155.17336648708385,98.94696128460744,70.1975,49.5015,138.0803750056355,70.50752051210439,98.94696128460744,99.14605353163132
1980,98.75481914933437,98.84706193870122,171.07071842310015,154.70541511258463,98.75481914933437,69.95400000000001,49.4735,137.60140394094128,70.46763867873896,98.75481914933437,98.84706193870122
1981,100.7860360079352,98.90443301926344,174.58934901011497,154.7952065202376,100.7860360079352,69.979,50.19325,137.65057961493451,71.4928154489093,100.7860360079352,98.90443301926344
1982,100.0,100.0,173.22771678049625,156.50987705484184,100.0,70.80175,49.78075,139.26895104605225,70.90527058236499,100.0,100.0
1983,103.55962020736376,99.94924865950264,179.39396559176967,156.43044619422574,103.55962020736376,70.95975,51.814750000000004,139.57974130568957,73.8024009061253,103.55962020736376,99.94924865950264
1984,106.32072764476165,100.14453099141642,184.17696896343045,156.7360823318138,106.32072764476165,71.04125,52.979,139.74005400290756,75.46070178097186,106.32072764476165,100.14453099141642
1985,108.71127524984716,101.46516913435865,188.31805999827097,158.80301146567203,108.71127524984716,72.08275,53.89925,141.78871258146617,76.77146096506253,108.71127524984716,101.46516913435865
1986,111.88286815805562,104.73090756636287,193.81213797873255,163.91421467053462,111.88286815805562,74.90875,55.5025,147.34753076966268,79.0550520130314,111.88286815805562,104.73090756636287
1987,112.45679921146863,105.04203534941192,194.80634563845425,164.4011603812681,112.45679921146863,75.23425,55.80125,147.98779804505477,79.48057693152865,112.45679921146863,105.04203534941192
1988,114.17110631448926,106.49837816368412,197.77600069162276,166.6804807293825,114.17110631448926,76.31825,56.7235,150.12005526940192,80.79418481800256,114.17110631448926,106.49837816368412
1989,115.29651024966005,104.81917076722787,199.72551223307687,164.05235529769303,115.29651024966005,75.28025,57.22525,148.07828128520234,81.50885302839919,115.29651024966005,104.81917076722787
1990,117.75692772211757,106.15304839029989,203.98763724388343,166.14000552562507,117.75692772211757,76.0025,58.18175,149.49896650686722,82.87124494318617,117.75692772211757,106.15304839029989
1991,119.65464322698972,107.53105761380436,207.275006483963,168.29672606713632,119.65464322698972,76.8335,59.134249999999994,151.13356591040272,84.22793945320664,119.65464322698972,107.53105761380436
1992,124.76762030717788,110.3290010812242,216.132099939483,172.67578394805915,124.76762030717788,79.5875,61.77,156.5507581574987,87.98217310652583,124.76762030717788,110.3290010812242
1993,125.25421402637588,110.06752134866171,216.97501512924703,172.26654234010226,125.25421402637588,78.60825,61.841499999999996,154.62454700718325,88.08401421672684,125.25421402637588,110.06752134866171
1994,126.4644599433555,109.2654295108012,219.07149649866,171.01118939079984,126.4644599433555,77.74849999999999,62.27175,152.9333955785555,88.69684131692244,126.4644599433555,109.2654295108012
1995,126.6328962307702,108.88369116706016,219.3632748335783,170.41373117833956,126.6328962307702,77.801,62.94525,153.03666449394134,89.65614184448025,126.6328962307702,108.88369116706016
1996,130.37467716378245,109.75529027560184,225.8450765107634,171.77786987152922,130.37467716378245,78.38025,64.26475,154.17606486036485,91.53557324182623,130.37467716378245,109.75529027560184
1997,132.85006675067686,110.89388556676008,230.1331373735627,173.5598839618732,132.85006675067686,79.695,65.50425,156.76221355566963,93.30105654384239,132.85006675067686,110.89388556676008
1998,136.59184768368914,116.0407334671992,236.61493905074784,181.61520928305012,136.59184768368914,83.1795,67.69675,163.6163189968483,96.42394653147485,136.59184768368914,116.0407334671992
1999,140.78903043082258,119.267856748825,243.885622892712,186.66597596353088,140.78903043082258,85.24375,70.3495,167.67675439847062,100.20239415505164,140.78903043082258,119.267856748825
2000,146.27755804813535,123.4890443301926,253.3932739690499,193.2725514573836,146.27755804813535,88.2235,72.45474999999999,173.5380029817256,103.20100950121501,146.27755804813535,123.4890443301926
2001,150.6431770826835,125.74858227233612,260.9557361459324,196.80895151263988,150.6431770826835,89.53625,74.32475,176.12021762311093,105.86454622954922,150.6431770826835,125.74858227233612
2002,157.42180189397246,127.57563053024118,272.6981931356445,199.6684624948197,157.42180189397246,90.1535,77.4995,177.33436501400416,110.38650517515296,157.42180189397246,127.57563053024118
2003,163.46554542165217,130.7950307817913,283.16763205671305,204.7071418704241,163.46554542165217,91.41075000000001,80.35475,179.80740965912454,114.45338391503329,163.46554542165217,130.7950307817913
2004,168.26785112727543,131.81778062181425,291.48655658338373,206.30784638762265,168.26785112727543,93.0875,82.74925,183.10562211385155,117.86399284337352,168.26785112727543,131.81778062181425
2005,171.12378195610674,132.59560007943688,296.4338203509985,207.52521066445644,171.12378195610674,93.3435,84.55799999999999,183.6091810155424,120.44028806122083,171.12378195610674,132.59560007943688
2006,172.80814483025364,133.32156490655132,299.3516037001815,208.66141732283464,172.80814483025364,93.90375,85.40075,184.71120786973103,121.64066002796076,172.80814483025364,133.32156490655132
2007,175.89489575665326,135.07910589377525,304.6987118526844,211.41214256112727,175.89489575665326,95.10625,86.758,187.07655778880616,123.57386068279048,175.89489575665326,135.07910589377525
2008,179.6054847845887,133.94161389262783,311.12648050488457,209.63185522862275,179.6054847845887,94.42075,87.89224999999999,185.72816080791134,125.18943102188837,179.6054847845887,133.94161389262783
2009,186.37163283384692,136.81568437079372,322.84732428460273,214.1300594004697,186.37163283384692,95.9315,91.47,188.6998467873232,130.285403497716,186.37163283384692,136.81568437079372
2010,186.9806469244287,136.7371161118239,323.902305488589,214.0070923149519,186.9806469244287,96.0015,94.356,188.8375386745043,134.39608103673874,186.9806469244287,136.7371161118239
2011,188.8080307632466,135.9031756371734,327.06784078938904,212.70189310336588,188.8080307632466,95.04375,94.3325,186.95361860382306,134.3626087837356,188.8080307632466,135.9031756371734
2012,187.609130338153,135.62387176391738,324.9910129565277,212.26475495472343,187.609130338153,95.377,95.218,187.609130338153,135.62387176391738,187.609130338153,135.62387176391738
2013,,,,,186.8542837423567,94.99325,95.78875,186.8542837423567,136.43682020653594,,
2014,,,,,188.78492070333152,95.97475,96.75425,188.78492070333152,137.81203128204754,,
2015,,,,,194.2385029491825,98.74725,97.98325,194.2385029491825,139.56255889655168,,
2016,,,,,194.02999809145115,98.64125,98.5865,194.02999809145115,140.42179875289798,,
2017,,,,,196.82711042818698,100.06325,100.06075,196.82711042818698,142.52164849714757,,
2018,,,,,198.66726414901424,100.99875,101.471,198.66726414901424,144.53033976513328,,
2019,,,,,202.40264834554122,102.89775,103.63575,202.40264834554122,147.61370400719824,,
2020,,,,,215.98496950247576,109.80275,109.13525,215.98496950247576,155.44692338552653,,
2021,,,,,216.29084219471375,109.95824999999999,111.38675,216.29084219471375,158.65385009346474,,
2022,,,,,207.45889114552676,105.46825,109.7515,207.45889114552676,156.3246798073639,,
2023,,,,,207.36299858123994,105.4195,112.05025,207.36299858123994,159.5989071091063,,
2024,,,,,212.2648297648867,107.9115,115.308,212.2648297648867,164.23908720361473,,
2025,,,,,215.46518262836716,109.5385,117.9755,215.46518262836716,168.0385440072679,,
